x0.25hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.01,
0.015,
0.02,
0.02,
0.02,
0.025,
0.025,
0.03,
0.035,
0.035,
0.045,
0.055,
0.075,
0.08,
0.08,
0.085,
0.09,
0.09,
0.1,
0.115,
0.125,
0.155,
0.175,
0.19,
0.195,
0.22,
