x0.5hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.01,
0.015,
0.02,
0.04,
0.045,
0.075,
0.085,
0.12,
0.185,
0.22,
0.285,
0.345,
0.375,
0.46,
0.505,
0.605,
0.655,
0.68,
0.725,
0.765,
0.81,
0.845,
0.88,
0.915,
0.925,
0.94,
0.96,
0.965,
0.985,
0.99,
0.99,
0.995,
