x0.25hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.02,
0.02,
0.02,
0.025,
0.025,
0.025,
0.025,
0.045,
0.045,
0.05,
0.07,
0.075,
0.08,
0.085,
0.09,
0.095,
0.095,
0.12,
0.13,
0.135,
0.16,
