x0.25hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.01,
0.015,
0.015,
0.015,
0.015,
0.02,
0.03,
0.04,
0.04,
0.04,
0.045,
0.055,
0.075,
0.075,
0.08,
0.08,
0.085,
0.09,
0.1,
0.125,
0.155,
0.17,
0.185,
0.195,
0.21,
0.23,
0.26,
0.265,
0.29,
0.325,
0.335,
0.35,
0.355,
0.365,
0.38,
0.4,
