Normalized Water Volume,Water Level,Legend
0.000000, 0.000000, Inelastic (no residual stress)
2.540000, 28.250351, Inelastic (no residual stress)
5.080000, 39.983359, Inelastic (no residual stress)
7.620000, 48.958973, Inelastic (no residual stress)
10.160000, 56.496536, Inelastic (no residual stress)
12.700000, 63.109206, Inelastic (no residual stress)
15.240000, 69.061435, Inelastic (no residual stress)
17.780000, 74.512223, Inelastic (no residual stress)
20.320000, 79.566840, Inelastic (no residual stress)
22.860000, 84.297069, Inelastic (no residual stress)
25.400000, 88.757822, Inelastic (no residual stress)
27.940000, 92.989063, Inelastic (no residual stress)
30.480000, 97.023684, Inelastic (no residual stress)
33.020000, 100.886327, Inelastic (no residual stress)
35.560000, 104.599033, Inelastic (no residual stress)
38.100000, 108.177933, Inelastic (no residual stress)
40.640000, 111.638509, Inelastic (no residual stress)
43.180000, 114.992707, Inelastic (no residual stress)
45.720000, 118.250577, Inelastic (no residual stress)
48.260000, 121.422090, Inelastic (no residual stress)
50.800000, 124.514640, Inelastic (no residual stress)
53.340000, 127.534813, Inelastic (no residual stress)
55.880000, 130.489373, Inelastic (no residual stress)
58.420000, 133.383415, Inelastic (no residual stress)
60.960000, 136.221351, Inelastic (no residual stress)
63.500000, 139.007738, Inelastic (no residual stress)
66.040000, 141.746537, Inelastic (no residual stress)
68.580000, 144.440917, Inelastic (no residual stress)
71.120000, 147.093766, Inelastic (no residual stress)
73.660000, 149.708128, Inelastic (no residual stress)
76.200000, 152.286578, Inelastic (no residual stress)
78.740000, 154.831260, Inelastic (no residual stress)
81.280000, 157.344145, Inelastic (no residual stress)
83.820000, 159.827148, Inelastic (no residual stress)
86.360000, 162.282177, Inelastic (no residual stress)
88.900000, 164.710745, Inelastic (no residual stress)
91.440000, 167.114249, Inelastic (no residual stress)
93.980000, 169.493980, Inelastic (no residual stress)
96.520000, 171.851183, Inelastic (no residual stress)
99.060000, 174.187069, Inelastic (no residual stress)
101.600000, 176.502654, Inelastic (no residual stress)
104.140000, 178.798889, Inelastic (no residual stress)
106.680000, 181.076656, Inelastic (no residual stress)
109.220000, 183.337171, Inelastic (no residual stress)
111.760000, 185.593620, Inelastic (no residual stress)
114.300000, 187.850781, Inelastic (no residual stress)
116.840000, 190.107959, Inelastic (no residual stress)
119.380000, 192.365139, Inelastic (no residual stress)
121.920000, 194.622318, Inelastic (no residual stress)
124.460000, 196.879497, Inelastic (no residual stress)
127.000000, 199.136676, Inelastic (no residual stress)
129.540000, 201.393855, Inelastic (no residual stress)
132.080000, 203.651034, Inelastic (no residual stress)
134.620000, 205.908213, Inelastic (no residual stress)
137.160000, 208.165393, Inelastic (no residual stress)
139.700000, 210.422572, Inelastic (no residual stress)
142.240000, 212.679751, Inelastic (no residual stress)
144.780000, 214.936930, Inelastic (no residual stress)
147.320000, 217.194109, Inelastic (no residual stress)
149.860000, 219.451288, Inelastic (no residual stress)
152.400000, 221.708467, Inelastic (no residual stress)
154.940000, 223.965647, Inelastic (no residual stress)
157.480000, 226.222826, Inelastic (no residual stress)
160.020000, 228.480005, Inelastic (no residual stress)
162.560000, 230.737184, Inelastic (no residual stress)
165.100000, 232.994363, Inelastic (no residual stress)
167.640000, 235.251542, Inelastic (no residual stress)
170.180000, 237.508721, Inelastic (no residual stress)
172.720000, 239.765901, Inelastic (no residual stress)
175.260000, 242.023080, Inelastic (no residual stress)
177.800000, 244.280259, Inelastic (no residual stress)
180.340000, 246.537438, Inelastic (no residual stress)
182.880000, 248.794617, Inelastic (no residual stress)
185.420000, 251.051796, Inelastic (no residual stress)
187.960000, 253.308975, Inelastic (no residual stress)
190.500000, 255.566155, Inelastic (no residual stress)
193.040000, 257.823334, Inelastic (no residual stress)
195.580000, 260.080513, Inelastic (no residual stress)
198.120000, 262.337692, Inelastic (no residual stress)
200.660000, 264.594871, Inelastic (no residual stress)
203.200000, 266.852050, Inelastic (no residual stress)
205.740000, 269.109229, Inelastic (no residual stress)
208.280000, 271.366409, Inelastic (no residual stress)
210.820000, 273.623588, Inelastic (no residual stress)
213.360000, 275.880767, Inelastic (no residual stress)
215.900000, 278.137946, Inelastic (no residual stress)
218.440000, 280.395125, Inelastic (no residual stress)
220.980000, 282.652304, Inelastic (no residual stress)
223.520000, 284.909483, Inelastic (no residual stress)
226.060000, 287.166663, Inelastic (no residual stress)
228.600000, 289.423842, Inelastic (no residual stress)
231.140000, 291.681021, Inelastic (no residual stress)
233.680000, 293.938200, Inelastic (no residual stress)
236.220000, 296.195379, Inelastic (no residual stress)
238.760000, 298.452558, Inelastic (no residual stress)
241.300000, 300.709737, Inelastic (no residual stress)
243.840000, 302.966917, Inelastic (no residual stress)
246.380000, 305.224096, Inelastic (no residual stress)
248.920000, 307.481275, Inelastic (no residual stress)
251.460000, 309.738454, Inelastic (no residual stress)
254.000000, 311.995633, Inelastic (no residual stress)
256.540000, 314.252812, Inelastic (no residual stress)
259.080000, 316.509991, Inelastic (no residual stress)
261.620000, 318.767171, Inelastic (no residual stress)
264.160000, 321.024350, Inelastic (no residual stress)
266.700000, 323.281529, Inelastic (no residual stress)
269.240000, 325.538708, Inelastic (no residual stress)
271.780000, 327.795887, Inelastic (no residual stress)
274.320000, 330.053066, Inelastic (no residual stress)
276.860000, 332.310245, Inelastic (no residual stress)
279.400000, 334.567425, Inelastic (no residual stress)
281.940000, 336.824604, Inelastic (no residual stress)
284.480000, 339.081783, Inelastic (no residual stress)
287.020000, 341.338962, Inelastic (no residual stress)
289.560000, 343.596141, Inelastic (no residual stress)
292.100000, 345.853320, Inelastic (no residual stress)
294.640000, 348.110499, Inelastic (no residual stress)
297.180000, 350.367679, Inelastic (no residual stress)
299.720000, 352.624858, Inelastic (no residual stress)
302.260000, 354.882037, Inelastic (no residual stress)
304.800000, 357.139216, Inelastic (no residual stress)
307.340000, 359.396395, Inelastic (no residual stress)
309.880000, 361.653574, Inelastic (no residual stress)
312.420000, 363.910753, Inelastic (no residual stress)
314.960000, 366.167933, Inelastic (no residual stress)
317.500000, 368.425112, Inelastic (no residual stress)
320.040000, 370.682291, Inelastic (no residual stress)
322.580000, 372.939470, Inelastic (no residual stress)
325.120000, 375.196649, Inelastic (no residual stress)
